,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order,Address
0,2017-06-11,Unprovoked,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,48,N,08h30,Great White,6095,"Point Casuarina, Bunbury, Western Australia, AUSTRALIA"
1,2017-06-10,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,F,Unknown,N,15h45,Other,6094,"Flinders, Mornington Penisula, Victoria, AUSTRALIA"
2,2017-06-10,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,19,N,10h00,Other,6093,"Ponce Inlet, Volusia County, Florida, USA"
3,2017-06-07,Unprovoked,UNITED KINGDOM,South Devon,Bantham Beach,Surfing,M,30,N,Unknown,Other,6092,"Bantham Beach, South Devon, UNITED KINGDOM"
4,2017-06-04,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,Unknown,N,Unknown,Other,6091,"Middle Sambo Reef off Boca Chica, Monroe County, Florida, USA"
5,2017-06-02,Unprovoked,BAHAMAS,New Providence,Athol Island,Snorkeling,F,32,N,12h00,Other,6090,"Athol Island, New Providence, BAHAMAS"
6,2017-05-30,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,20,N,Unknown,Other,6089,"Awendaw, Charleston County, South Carolina, USA"
7,2017-05-28,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,Unknown,N,Unknown,Other,6088,"Off Jupiter, Florida, USA"
8,2017-05-27,Unknown,AUSTRALIA,New South Wales,Evans Head,Fishing,M,73,N,Unknown,Other,6087,"Evans Head, New South Wales, AUSTRALIA"
9,2017-05-12,Unprovoked,UNITED ARAB EMIRATES,Sharjah,Khor Fakkan,Spearfishing,M,41,N,Unknown,Other,6086,"Khor Fakkan, Sharjah, UNITED ARAB EMIRATES"
10,2017-05-06,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,29,N,Unknown,Other,6085,"Weipa, Queensland, AUSTRALIA"
11,2017-05-05,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,Y,17h00,Other,6084,"Los Arbolitos, Cabo Pulmo, Baja California Sur, MEXICO"
12,2017-05-03,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,N,14h30,Other,6083,"Sunset Beach, Orange County, California, USA"
13,2017-04-29,Unprovoked,USA,California,"San Onofre, San Diego County ",Unknown,F,Unknown,N,17h34,Other,6082,"San Onofre, San Diego County , California, USA"
14,2017-04-29,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,N,17h10,Other,6081,"Keurbooms, Plettenberg Bay, Western Cape Province, SOUTH AFRICA"
15,2017-04-29,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,N,11h00,Other,6080,"Folly Beach, Charleston County, South Carolina, USA"
16,2017-04-29,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,Body boarding,M,28,Y,11h15,Other,6079,"Pointe au Sal, Saint-Leu, REUNION"
17,2017-04-27,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,F,20,N,14h00,Other,6078,"Porpoise Bay, Catlins, South Island, NEW ZEALAND"
18,2017-04-26,Invalid,USA,Florida,Other,Photo shoot,F,Unknown,Unknown,Unknown,Other,6077,Unknown
19,2017-04-22,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,F,40,N,16h00,Other,6076,"English Bay, Ascension Island, ST HELENA, British overseas territory"
20,2017-04-20,Invalid,USA,South Carolina,Georgetown County,Swimming,M,Unknown,N,08h50,Other,6075,"Georgetown County, South Carolina, USA"
21,2017-04-17,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Unknown,Unknown,Unknown,N,Unknown,Other,6074,"Daytona Beach, Volusia County, Florida, USA"
22,2017-04-17,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,Y,16h00,Great White,6073,"Kelpies near Wylie Bay, Western Australia, AUSTRALIA"
23,2017-04-14,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,N,09h00,Other,6072,"Kekaha Beach, Kauai, Hawaii, USA"
24,2017-04-13,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,N,13h30,Other,6071,"Hanna Park, Jacksonville, Duval County, Florida, USA"
25,2017-04-12,Unprovoked,USA,Florida,St. Augustine,Surfing,F,Unknown,N,13h45,Other,6070,"St. Augustine, Florida, USA"
26,2017-04-12,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,68,Unknown,Unknown,Other,6069,"Protea Banks, KwaZulu-Natal, SOUTH AFRICA"
27,2017-04-11,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,N,16h00,Other,6068,"Ormond Beach, Volusia County, Florida, USA"
28,2017-04-10,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,N,17h45,Other,6067,"Melbourne Beach, Brevard County, Florida, USA"
29,2017-04-10,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,N,17h00,Other,6066,"Melbourne Beach, Brevard County, Florida, USA"
30,2017-04-06,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,N,Unknown,Other,6065,"Daytona, Volusia County, Florida, USA"
31,2017-04-05,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,N,13h00,Other,6064,"New Smyrna Beach, Volusia County, Florida, USA"
32,2017-04-02,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,39,N,Unknown,Other,6063,"Moreton Bay, Queensland, AUSTRALIA"
33,2017-04-02,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,N,15h00,Other,6062,"Destin, Okaloosa County, Florida, USA"
34,2017-03-27,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,N,10h00,Other,6061,"New Smyrna Beach, Volusia County, Florida, USA"
35,2017-03-19,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,30,N,18h30,Other,6060,"The Farm, New South Wales, AUSTRALIA"
36,2017-03-18,Unprovoked,USA,California,Monterey Bay,Kayaking,M,Unknown,N,14h30,Great White,6059,"Monterey Bay, California, USA"
37,2017-03-09,Unprovoked,BAHAMAS,Great Exuma,Other,Washing hands,M,58,N,Unknown,Other,6058,Unknown
38,2017-02-25,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,F,Unknown,N,Unknown,Bull,6057,"Mauds Point, Western Australia, AUSTRALIA"
39,2017-02-24,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,Unknown,N,Unknown,Other,6056,"Falcon Bay Beach, Mandurah, Western Australia, AUSTRALIA"
40,2017-02-21,Unprovoked,REUNION,Saint-Andre,Other,Body boarding,M,26,Y,09h30,Other,6055,Unknown
41,2017-02-17,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,26,N,10h20,Other,6054,"Eva Rock, Queensland, AUSTRALIA"
42,2017-02-11,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,N,13h30,Other,6053,"Melbourne Beach, Brevard County, Florida, USA"
43,2017-02-06,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,Unknown,N,Unknown,Other,6052,"Fernando de Noronha Marine Park, Pernambuco, BRAZIL"
44,2017-02-06,Boat,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,M,Unknown,N,Unknown,Other,6051,"Eastmoor Crescent Beach, KwaZulu-Natal, SOUTH AFRICA"
45,2017-02-01,Boat,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,Unknown,Unknown,N,Unknown,Great White,6050,"16 miles off Hilton Head, South Carolina, USA"
46,2017-02-01,Unprovoked,BAHAMAS,Bimini,Other,Scuba Diving,M,37,N,Unknown,Other,6049,Unknown
47,2017-01-22,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Unknown,M,15.0,N,14h00,Other,6048,"Vero Beach, Indian River County, Florida, USA"
48,2017-01-21,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,55,N,12h00,Bull,6047,"Boot Reef, Torres Strait, Queensland, AUSTRALIA"
49,2017-01-13,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,57,N,13h30,Other,6046,"Clairview, Queensland, AUSTRALIA"
50,2017-01-13,Unprovoked,USA,Florida,Jensen Beach,Unknown,M,Unknown,N,Unknown,Other,6045,"Jensen Beach, Florida, USA"
51,2017-01-09,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,48,N,07h30,Bull,6044,"Balian Beach, Bali, INDONESIA"
52,2017-01-08,Invalid,AUSTRALIA,Queensland,Other,Spearfishing,M,35,Unknown,Unknown,Bull,6043,Unknown
53,2017-01-05,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,N,12h30,Other,6042,"Blockhouse Beach, Brevard County, Florida, USA"
54,2017-01-03,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,N,18h00,Other,6041,"Merimbula, New South Wales, AUSTRALIA"
55,2016-12-27,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,N,17h00,Other,6040,"Avalon State Park Beach, North Hutchinson Island, St Lucie County, Florida, USA"
56,2016-12-24,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,Unknown,N,Unknown,Other,6039,"Bundegi Sanctuary Zone, Ningaloo, Western Australia, AUSTRALIA"
57,2016-12-19,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing,M,55,N,07h00,Great White,6038,"Keurbooms Lagoon, Plettenberg Bay, Western Cape Province, SOUTH AFRICA"
58,2016-12-14,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,61,N,09h30,Other,6037,"Trigg Beach, Western Australia, AUSTRALIA"
59,2016-12-11,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,N,Unknown,Other,6036,"New Smyrna Beach, Volusia County, Florida, USA"
60,2016-12-10,Unprovoked,England,Suffolk,Felixstowe,Windsurfing,M,36,N,Unknown,Other,6035,"Felixstowe, Suffolk, England"
61,2016-12-06,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,M,20,N,02h00,Other,6034,"Merimbula, New South Wales, AUSTRALIA"
62,2016-12-01,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,N,09h00,Great White,6033,"Booti Booti National Park, New South Wales, AUSTRALIA"
63,2016-11-28,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,N,11h00,Other,6032,"Queenscliff, Victoria, AUSTRALIA"
64,2016-11-14,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,N,10h30,Other,6031,"Kamaole Beach Park I, Maui, Hawaii, USA"
65,2016-10-30,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,N,Unknown,Other,6030,"Mayport Naval Station Beach, Duval County, Florida, USA"
66,2016-10-29,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,N,Unknown,Other,6029,"Mayport Naval Station  Duval County, Florida, USA"
67,2016-10-24,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,N,07h30,Other,6028,"Broken Head Beach, New South Wales, AUSTRALIA"
68,2016-10-21,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,N,17h00,Other,6027,"Hooipa Beach Park, Maui, Hawaii, USA"
69,2016-10-15,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,Unknown,N,18h00,Other,6026,"Kings Beach, Caloundra, Queensland, AUSTRALIA"
70,2016-10-14,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,N,09h50,Other,6025,"Charlie Young Beach, Kihei, Maui, Hawaii, USA"
71,2016-10-13,Invalid,MEXICO,Other,Guadalupe Island,Cage Diving,M,Unknown,N,Unknown,Great White,6024,Unknown
72,2016-10-12,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,N,10h30,Other,6023,"Sharpes Beach, Ballina, New South Wales, AUSTRALIA"
73,2016-10-10,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,N,16h00,Other,6022,"Indian Beach, Ecola State Park, Clatsop County, Oregon, USA"
74,2016-10-02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,11h30,Other,6021,"New Smyrna Beach, Volusia County, Florida, USA"
75,2016-10-01,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,32,N,17h30,Other,6020,"New Smyrna Beach, Volusia County, Florida, USA"
76,2016-09-26,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,N,9h00,Great White,6019,"Lighthouse Beach, Ballina, New South Wales, AUSTRALIA"
77,2016-09-18,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,N,13h00,Other,6018,"New Smyrna Beach, Volusia County, Florida, USA"
78,2016-09-18,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,N,11h00,Other,6017,"New Smyrna Beach, Volusia County, Florida, USA"
79,2016-09-18,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,N,10h43,Other,6016,"New Smyrna Beach, Volusia County, Florida, USA"
80,2016-09-17,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,N,Unknown,Other,6015,"Bunkers, Humboldt Bay, Eureka, Humboldt County, California, USA"
81,2016-09-17,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,Unknown,N,Unknown,Other,6014,"Thirteenth Beach, Victoria, AUSTRALIA"
82,2016-09-16,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,Unknown,N,Unknown,Other,6013,"Bells Beach, Victoria, AUSTRALIA"
83,2016-09-15,Boat,AUSTRALIA,Western Australia,Bunbury,Fishing,Unknown,Unknown,N,Unknown,Other,6012,"Bunbury, Western Australia, AUSTRALIA"
84,2016-09-11,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60,N,15h15,Other,6011,"Ponte Vedra, St. Johns County, Florida, USA"
85,2016-09-07,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,N,14h30,Other,6010,"Makaha, Oahu, Hawaii, USA"
86,2016-09-06,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,50,Y,15h40,Other,6009,"Koumac, North Province, NEW CALEDONIA"
87,2016-09-05,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,N,Unknown,Other,6008,"Kingston Plantation, Myrtle Beach, Horry County, South Carolina, USA"
88,2016-09-05,Unprovoked,AUSTRALIA,Western Australia,Injidup,Surfing,M,Unknown,N,Unknown,Other,6007,"Injidup, Western Australia, AUSTRALIA"
89,2016-09-04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,9,N,Unknown,Other,6006,"New Smyrna Beach, Volusia County, Florida, USA"
90,2016-09-01,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,N,Unknown,Great White,6005,"Refugio State Beach, Santa Barbara County, California, USA"
91,2020-09-16,Invalid,MEXICO,Other,Guadalupe Island,Cage Diving,Unknown,Unknown,Unknown,Unknown,Great White,6004,Unknown
92,2016-08-29,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,N,15h00,Bull,6003,"New Smyrna Beach, Volusia County, Florida, USA"
93,2016-08-29,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,N,14h00,Other,6002,"New Smyrna Beach, Volusia County, Florida, USA"
94,2016-08-27,Unprovoked,REUNION,Other,Boucan Canot,Surfing,M,20,N,17h00,Bull,6001,Unknown
95,2016-08-25,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,N,16h00,Other,6000,"Ponte Vedra, St. Johns County, Florida, USA"
96,2016-08-07,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,N,Unknown,Other,5999,"Nassau, New Providence Island, BAHAMAS"
97,2016-08-06,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,N,16h30,Other,5998,"Maui, Hawaii, USA"
98,2016-08-04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,N,Unknown,Other,5997,"New Smyrna Beach, Volusia County, Florida, USA"
99,2016-07-29,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,N,11h30,Other,5996,"Arenales del Sol, Alicante Province, SPAIN"
100,2016-07-28,Unprovoked,CHINA,Hong Kong,Other,Swimming,M,72,N,Unknown,Other,5995,Unknown
101,2016-07-28,Boat,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,Unknown,N,Unknown,Great White,5994,"Near Albany, Western Australia, AUSTRALIA"
102,2016-07-27,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,N,Unknown,Other,5993,"Florida Keys, Monroe County, Florida, USA"
103,2016-07-26,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,N,12h00,Other,5992,"Sharpes Beach, Ballina, New South Wales, AUSTRALIA"
104,2016-07-24,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,N,19h05,Other,5991,"Irino Beach, Kochi Prefecture, JAPAN"
105,2016-07-23,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,N,Unknown,Other,5990,"Clifton Beach, Tasmania, AUSTRALIA"
106,2016-07-23,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,Unknown,N,Unknown,Bull,5989,"Green Turtle Cay, Abaco Islands, BAHAMAS"
107,2016-07-20,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,N,Unknown,Other,5988,"20 k off The Spit, off the Gold Coast, Queensland, AUSTRALIA"
108,2016-07-17,Boat,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,Unknown,Unknown,N,Unknown,Other,5987,"8 miles off Mobile, Alabama, USA"
109,2016-07-16,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,N,13h00,Other,5986,"New Smyrna Beach, Volusia County, Florida, USA"
110,2016-07-16,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,F,11,N,11h00,Other,5985,"New Smyrna Beach, Volusia County, Florida, USA"
111,2016-07-15,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,N,17h00,Great White,5984,"Surfside, Orange County, California, USA"
112,2016-07-15,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,Unknown,N,Unknown,Other,5983,"North Myrtle Beach, Horry County, South Carolina, USA"
113,2016-07-14,Unprovoked,BAHAMAS,Other,Tiger Beach,Scuba Diving,M,Unknown,N,Unknown,Other,5982,Unknown
114,2016-07-08,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,N,Unknown,Other,5981,"Las Teresitas, Tenerife, Canary Islands, SPAIN"
115,2016-07-08,Boat,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,Unknown,N,Unknown,Great White,5980,"Capitola, Santa Cruz County, California, USA"
116,2016-07-07,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,N,10h00,Other,5979,"Off Gloucester, Essec County, Massachusetts, USA"
117,2016-07-07,Boat,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,Unknown,N,Unknown,Great White,5978,"Off Palos Verdes peninsula, Los Angeles County, California, USA"
118,2016-07-06,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,N,14h30,Other,5977,"Melbourne Beach, Brevard County, Florida, USA"
119,2016-07-04,Provoked,AUSTRALIA,Queensland,Palm Cove,Fishing,M,34,N,22h00,Other,5976,"Palm Cove, Queensland, AUSTRALIA"
120,2016-06-27,Unprovoked,USA,South Carolina,Sullivan's Island,Unknown,M,35,N,16h20,Other,5975,"Sullivan's Island, South Carolina, USA"
121,2016-06-25,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,N,14h34,Other,5974,"Atlantic Beach, Emerald Isle, Carteret County, North Carolina, USA"
122,2016-06-24,Unprovoked,COLUMBIA,Isla Provedencia,Other,Scuba Diving,M,59,N,11h00,Other,5973,Unknown
123,2016-06-23,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,N,Unknown,Great White,5972,"Ryspunt, Western Cape Province, SOUTH AFRICA"
124,2016-06-21,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,N,15h25,Other,5971,"North Myrtle Beach, Horry County, South Carolina, USA"
125,2016-06-21,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,Unknown,N,14h55,Other,5970,"Pelican Beach Park, Satellite Beach, Brevard County, Florida, USA"
126,2016-06-15,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,Unknown,N,06h00,Other,5969,"Kalapaki Beach, Kauai, Hawaii, USA"
127,2016-06-15,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,N,Unknown,Other,5968,"Coral Bay, Western Australia, AUSTRALIA"
128,2016-06-14,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,N,17h30,Other,5967,"Pirates Beach, Galveston, Texas, USA"
129,2016-06-11,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,N,15h00,Other,5966,"Atlantic Beach, Emerald Isle, Carteret County, North Carolina, USA"
130,2016-06-07,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,N,11h30,Other,5965,"Folly Beach, Charleston County, South Carolina, USA"
131,2016-06-05,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,N,08h30,Other,5964,"Flagler Beach, Flagler County, Florida, USA"
132,2016-06-05,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,Y,11h30,Other,5963,"Mindarie, Western Australia, AUSTRALIA"
133,2016-06-04,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,N,Unknown,Other,5962,"Ain Sokhna, Suez, EGYPT"
134,2016-06-02,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,Unknown,Unknown,Unknown,Other,5961,"Kingscliff, New South Wales, AUSTRALIA"
135,2016-06-02,Unprovoked,NEW CALEDONIA,Other," Côte-Blanche, Nouméa ",Kite surfing,M,Unknown,N,Unknown,Other,5960,Unknown
136,2016-05-31,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,Y,16h00,Great White,5959,"Falcon Beach, Mandurah, Western Australia, AUSTRALIA"
137,2016-05-29,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,N,16h00,Other,5958,"Corona Del Mar, Newport, Orange County, California, USA"
138,2016-05-29,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,N,15h45,Other,5957,"Neptune, Duval County, Florida, USA"
139,2016-05-22,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,N,12h00,Other,5956,"Vero Beach, Indian River County, Florida, USA"
140,2016-05-21,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,N,18h00,Bull,5955,"St. Petersburg, Pinellas County, Florida, USA"
141,2016-05-21,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,N,17h46,Other,5954,"Hugenot Beach , Jacksonville, Duval County, Florida, USA"
142,2016-05-18,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,N,Unknown,Other,5953,"Ponte Vedra, St. Johns County, Florida, USA"
143,2016-05-15,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,23,N,13h20,Other,5952,"Boca Raton, Palm Beach County, Florida, USA"
144,2016-05-03,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,59,N,15h49,Other,5951,"Wailea Beach, Maui, Hawaii, USA"
145,2016-05-02,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,N,Unknown,Other,5950,"Cormandel, North Island, NEW ZEALAND"
146,2016-04-25,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,N,07h00,Bull,5949,"Balian, Bali, INDONESIA"
147,2016-04-23,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,N,17h30,Other,5948,"New Smyrna Beach, Volusia County, Florida, USA"
148,2016-04-22,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,Unknown,N,08h00,Great White,5947,"Robberg Beach, Plettenberg Bay, Western Cape Province, SOUTH AFRICA"
149,2016-04-19,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,N,12h00,Other,5946,"First Sun Beach, Byron Bay, New South Wales, AUSTRALIA"
150,2016-04-18,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,26,N,Unknown,Other,5945,"Makemo Atoll, Tuamotos, FRENCH POLYNESIA"
151,2016-04-13,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,26,N,Unknown,Bull,5944,"Off Singer Island, Palm Beach County, Florida, USA"
152,2016-04-09,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,Y,10h45,Other,5943,"Poe Beach, Grand Terre, NEW CALEDONIA"
153,2016-04-08,Invalid,CAPE VERDE,Boa Vista Island,Other,Unknown,M,60,N,Unknown,Other,5942,Unknown
154,2016-04-07,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,N,Unknown,Other,5941,"Florida Keys, Monroe County, Florida, USA"
155,2016-04-07,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,M,Unknown,N,Unknown,Other,5940,"Corners Beach, Jupiter, Palm Beach County, Florida, USA"
156,2016-03-31,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,N,11h00,Other,5939,"Olowalu, Maui, Hawaii, USA"
157,2016-03-30,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,N,19h00,Other,5938,"Bombo Beach, New South Wales, AUSTRALIA"
158,2016-03-28,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",Unknown,M,15.0,N,Unknown,Other,5937,"Fort Myers Beach, Lee County, Florida, USA"
159,2016-03-28,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,N,11h00,Other,5936,"North Cronulla Beach, New South Wales, AUSTRALIA"
160,2016-03-26,Provoked,BAHAMAS,Other,Other,Unknown,M,9,N,Unknown,Other,5935,Unknown
