,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order
699,2011-12-06,Unprovoked,USA,Oregon,Seaside Cove,Surfing,F,-1,N,09h00,Other,5397
700,2011-12-05,Invalid,AUSTRALIA,Queensland,Bushy Ilet,Spearfishing,Unknown,-1,Y,Unknown,Shark involvement not confirmed,5396
701,2011-12-02,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,63,N,06h00,Other,5395
702,2011-11-29,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,M,18,N,13h30,Other,5394
703,2011-11-28,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,M,10,N,Unknown,Wobbegong shark?,5393
704,2011-11-22,Unprovoked,USA,California,Pigeon Point,Kayaking,M,-1,N,Unknown,"White shark, 15' to 16'",5392
705,2011-11-20,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island,Scuba diving,M,-1,N,Unknown,Other,5391
706,2011-11-12,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35,N,Unknown,Other,5390
707,2011-11-11,Unprovoked,REUNION,Bois-Blanc,Sainte-Rose,Free diving / spearfishing,M,42,N,Unknown,Other,5389
708,2011-10-29,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,27,N,Unknown,White shark,5388
709,2011-10-28,Unprovoked,SCOTLAND,Moray,Spey Bay,Surfing,M,26,N,Unknown,8' to 10' shark,5387
710,2011-10-29,Provoked,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,Unknown,-1,N,Unknown,Raggedtooth shark,5386
711,2011-10-22,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Diving,M,32,Y,13h25,"White shark, 10'",5385
712,2011-10-20,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,M,41,N,Unknown,"White shark, 15'",5384
713,2011-10-19,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,Diving,M,50,N,16h00,"Port Jackson shark, 1m",5383
714,2011-10-11,Unprovoked,USA,Florida,Cape Canaveral,Surfing,M,-1,N,Unknown,3' shark,5382
715,2011-10-10,Unprovoked,USA,Oregon,Seaside,Surfing,M,-1,N,Unknown,10' to 12' shark,5381
716,2011-10-09,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,M,64,Y,08h10,Other,5380
717,2011-10-05,Boat,REUNION,Other,Cap La Houssaye,Canoeing,M,51,N,10h30,2 to 2.5 m shark,5379
718,2011-10-02,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Wade fishing,M,-1,N,Unknown,Other,5378
719,2011-10-01,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Unknown,M,29,N,Unknown,Other,5377
720,2011-09-30,Invalid,USA,Puerto Rico,Hatillo Beach,Surfing,M,27,N,09h50,No shark involvement,5376
721,2011-09-28,Provoked,DOMINICAN REPUBLIC,Samaná Province,Playa Jackson,Fishing,M,48,N,Unknown,Other,5375
722,2011-09-28,Unprovoked,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,M,43,N,12h25,White shark,5374
723,2011-09-24,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,21,N,15h00,"Bull shark, 6'",5373
724,2011-09-24,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,5,N,10h00,Other,5372
725,2011-09-20,Boat,USA,Hawaii,Kauai,Canoeing,M,-1,N,15h00,Other,5371
726,2011-09-19,Unprovoked,REUNION,Saint-Gilles,Boucan-Canot,Body boarding,M,38,Y,15h30,Other,5370
727,2011-09-17,Unprovoked,KENYA,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,17,Y,Unknown,Other,5369
728,2011-09-16,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,25,N,11h00,4' to 6' shark,5368
729,2011-09-11,Unprovoked,USA,California,"Samoa Beach, Humboldt County",Surfing,M,37,N,12h20,Other,5367
730,2011-09-11,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,M,30,N,Unknown,"Tiger shark, 2m",5366
731,2011-09-04,Unprovoked,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,Unknown,-1,N,13h00,Other,5365
732,2011-09-04,Unprovoked,AUSTRALIA,Western Australia,Bunker Bay,Body boarding,M,21,Y,13h26,White shark,5364
733,2011-09-02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,N,11h00,"6' shark, possibly a blactip or spinner shark",5363
734,2011-08-31,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,M,19,N,11h00,6' shark,5362
735,2011-08-28,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,M,48,Y,19h30,Shark involvement prior to death not confirmed,5361
736,2011-08-28,Unprovoked,USA,Texas,"Grass Island, Aransas County",Wade Fishing,F,39,N,19h00,Other,5360
737,2011-08-26,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",M,-1,N,Unknown,Other,5359
738,2011-08-24,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,M,21,N,Unknown,Other,5358
739,2011-08-24,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Unknown,M,10,N,15h30,Other,5357
740,2011-08-23,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,49,Y,09h11,"White shark, >6'",5356
741,2011-08-18,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,16,N,Unknown,Other,5355
742,2011-08-17,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,F,20,N,17h00,Possibly a 5' to 6' sandtiger shark,5354
743,2011-08-17,Invalid,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unknown,M,12,N,16h00,Shark involvement not confirmed,5353
744,2011-08-17,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,25,N,Unknown,4 m shark,5352
745,2011-08-16,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,M,32,N,15h30,Grey reef shark,5351
746,2011-08-16,Unprovoked,USA,Puerto Rico,Vieques,Floating,M,27,N,Unknown,Other,5350
747,2011-08-16,Unprovoked,SEYCHELLES,Praslin,Anse Lazio,Swimming or Snorkeling,M,30,Y,16h30,"Bull shark, 6'",5349
748,2011-08-15,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,M,7,N,Unknown,Shark involvement not confirmed,5348
749,2011-08-11,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,M,54,N,14h00,Other,5347
750,2011-08-01,Unprovoked,SEYCHELLES,Praslin,Anse Lazio,Diving,M,36,Y,15h30,Other,5346
751,2011-07-31,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,M,14,Y,Unknown,Shark involvement prior to death not confirmed,5345
752,2011-07-30,Sea Disaster,PHILIPPINES,Other,Other,Sea disaster,M,43,N,Unknown,Other,5344
753,2011-07-25,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,-1,N,Unknown,Other,5343
754,2011-07-22,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,29,N,10h00,"White shark, 3m to 4m",5342
755,2011-07-19,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,6,N,17h30,Other,5341
756,2011-07-15,Unprovoked,REUNION,Saint-Gilles,Brisants.,Kayaking or Wave skiing,M,-1,N,17h00,Other,5340
757,2011-07-13,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Surf fishing,M,-1,N,20h30,Other,5339
758,2011-07-13,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,M,54,N,12h30,Other,5338
759,2011-07-07,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,12,N,17h00,Other,5337
760,2011-07-07,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,M,14,N,Unknown,Other,5336
761,2011-07-06,Unprovoked,REUNION,Saint-Gilles,Roches Noires,Surfing,M,16,N,14h50,Other,5335
762,2011-07-05,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,M,17,N,10h30,Other,5334
763,2011-06-30,Unprovoked,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,M,28,N,13h30,Other,5333
764,2011-06-29,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,Surfing,M,21,N,10h00,Other,5332
765,2011-06-28,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22,N,12h00,"Bull shark, 3m female",5331
766,2008-06-26,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10,N,Unknown,"Bull shark, 6'",5330
767,2011-06-24,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,-1,N,13h30,"White shark, 5' k",5329
768,2011-06-21,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,M,20,N,Unknown,Other,5328
769,2011-06-19,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,M,35,N,Unknown,5' shark,5327
770,2011-06-19,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,15,Y,12h15,Other,5326
771,2011-06-15,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,M,31,Y,17h30,Other,5325
772,2011-06-14,Boat,UNITED KINGDOM,Cornwall,St. Ives,Fishing,Unknown,-1,N,Unknown,"Oceanic whitetip shark, 7'",5324
773,2011-06-12,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,28,N,14h30,"Blacktip shark, 4'",5323
774,2011-06-06,Unprovoked,COLUMBIA,San Andrés archipelago,Albuquerque Cay,Spearfishing,M,24,N,Unknown,Other,5322
775,2011-06-06,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28,N,Unknown,"Sevengill shark, 6' to 8'",5321
776,2011-06-06,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,19,N,12h00,3' to 4' shark,5320
777,2011-06-01,Unprovoked,MALAYSIA,Kedah,Palau Payar,Snorkeling,F,-1,N,Unknown,Blacktip reef shark,5319
778,2011-05-30,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,22,N,15h00,Other,5318
779,2011-05-29,Unprovoked,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,M,33,N,Unknown,White shark,5317
780,2011-05-25,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,-1,N,13h15,"Tiger shark, 10'",5316
781,2011-05-22,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,F,-1,N,12h00,Tiger shark,5315
782,2011-05-21,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,M,28,Y,Unknown,Zambesi shark,5314
783,2011-05-13,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86,N,15h30,Other,5313
784,2011-05-21,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,M,15,Y,11h00," Tiger shark, 2.8m",5312
785,2011-05-13,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,37,N,06h30,Other,5311
786,2011-05-10,Provoked,USA,Florida,Miami,Fishing,M,-1,N,Unknown,"Sandbar shark ,8'",5310
787,2011-05-07,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan,Fishing,M,43,N,Unknown,Other,5309
788,2011-05-04,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,M,37,N,Unknown,Other,5308
789,2011-04-26,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,32,N,Unknown,"Bull shark, 12'",5307
790,2011-04-23,Unprovoked,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,M,17,N,15h00,"reef shark, 1.5m",5306
791,2011-04-22,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,N,15h30,1' to 2' shark,5305
792,2011-04-16,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,M,41,N,Unknown,possibly a bronze whaler shark,5304
793,2011-04-13,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,-1,N,Unknown," Bull shark, 2.5 m",5303
794,2011-04-08,Unprovoked,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,M,27,N,Unknown,Other,5302
795,2011-03-29,Provoked,USA,Texas,Matagorda Beach,"Standing, holding shark pup",M,-1,N,Unknown,Blacktip shark pup,5301
796,2011-03-24,Unprovoked,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",Swimming,F,-1,N,Unknown,Bull shark,5300
797,2011-03-23,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Surfing,M,48,N,17h45,"Bull shark, 2.5m",5299
798,2011-03-21,Unprovoked,MEXICO,Quintana Roo,Other,Swimming,M,46,N,Unknown,Other,5298
799,2011-03-21,Unprovoked,FIJI,Other,Nukudamu,Diving / fishing,M,30,N,16h00,Other,5297
800,2011-03-16,Unprovoked,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",Wakeboarding,F,24,N,13h00,3 m to 4 m shark,5296
801,2010-03-10,Invalid,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,Unknown,F,-1,N,Unknown,Other,5295
802,2011-03-10,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,-1,N,Unknown,Other,5294
803,2011-02-28,Provoked,AUSTRALIA,Queensland,Between,Fishing,M,36,N,10h45,"Bull shark, 2m",5293
804,2011-02-23,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Bweedro, Ouvéa",Spearfishing,M,21,N,Unknown,1.5 m shark,5292
805,2011-02-18,Unprovoked,REUNION,Saint Gilles,Trois-Roches,Surfing,M,32,N,18h30,Other,5291
806,2011-02-17,Unprovoked,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,M,49,Y,18h20,White shark x 2,5290
807,2011-02-13,Provoked,AUSTRALIA,Queensland,Sunshine Beach,Fishing,M,-1,N,10h40,1 m shark,5289
808,2011-02-12,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Snorkeling,M,58,N,Unknown,Other,5288
809,2011-02-04,Provoked,MEXICO,Colima,"Manzanillo, Revillagigedo Islands",Shark fishing on the Ricardo Astorga,M,-1,N,Unknown,Other,5287
810,2011-02-02,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Surf fishing,M,37,N,Unknown,Other,5286
811,2011-01-31,Unprovoked,MEXICO,Quintana Roo,Cancun,Swimming,F,38,N,12h00,6' shark,5285
812,2011-01-28,Provoked,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agustín-VI.,M,25,N,Unknown,Other,5284
813,2011-01-26,Unprovoked,BAHAMAS,West End,Tiger Beach,Scuba diving,M,55,N,15h00,Caribbean reef shark,5283
814,2011-01-20,Invalid,AUSTRALIA,New South Wales,Cudgen Creek,Swimming,F,7,N,17h00,Shark involvement not confirmed,5282
815,2011-01-15,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,Y,12h30,Other,5281
816,2011-01-12,Unprovoked,MEXICO,Quintana Roo,Xcalak,Attempting to fix motor,M,37,N,Unknown,Other,5280
817,2011-01-03,Boat,AUSTRALIA,Western Australia,Busselton,Fishing,Unknown,-1,N,12h00,White shark,5279
818,2010-12-26,Unprovoked,USA,Hawaii," Kahului, Maui",Body boarding,M,16,N,15h35,6' shark,5278
819,2010-12-17,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,M,-1,N,Unknown,Other,5277
820,2010-12-11,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,M,46,N,13h51,Other,5276
821,2010-12-05,Unprovoked,EGYPT,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",Snorkeling,F,70,Y,12h00,"Oceanic whitetip shark, 2.5m ",5275
822,2010-12-03,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,-1,N,Unknown,Other,5274
823,2010-12-01,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,54,N,11h00,Mako shark,5273
824,2010-12-01,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,46,N,10h55,Mako shark,5272
825,2010-11-30,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,70,N,14h55,"Oceanic whitetip shark, 2.5m, female",5271
826,2010-11-30,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,48,N,14h40,"Oceanic whitetip shark, 2.5m, female",5270
827,2010-11-27,Unprovoked,SAMOA,Other,Other,Fishing,M,47,N,Unknown,Other,5269
828,2010-11-27,Invalid,AUSTRALIA,Western Australia,Native Dog Beach,Swimming,M,-1,Y,Unknown,Shark involvement not confirmed,5268
829,2010-11-19,Provoked,USA,Palmyra Atoll,Other,Snorkeling,M,33,N,13h30,Other,5267
830,2010-11-15,Unprovoked,DOMINICAN REPUBLIC,Other,Boca Chica,Diving,M,21,Y,Unknown,Other,5266
831,2010-11-14,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,-1,N,Unknown,Other,5265
832,2010-11-12,Boat,AUSTRALIA,Western Australia,Between Carnac and Garden Islands,Fishing,M,-1,N,Unknown,White shark,5264
833,2010-10-30,Unprovoked,AUSTRALIA,Western Australia,Off Garden Island,Snorkeling,F,20,N,12h30,White shark,5263
834,2010-10-28,Unprovoked,AUSTRALIA,Western Australia,Cheynes Beach,Spearfishing,M,-1,N,Unknown,Other,5262
835,2010-10-28,Unprovoked,USA,Oregon,Florence,Surfing,M,-1,N,15h20,Other,5261
836,2010-10-25,Provoked,AZORES,Other,350 miles from Faial Island,Fishing,M,-1,N,Unknown,Other,5260
837,2010-10-23,Unprovoked,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,M,30,N,Unknown,"Porbeagle shark, 8' ",5259
838,2010-10-23,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,Kite Surfing,M,14,N,Unknown,Other,5258
839,2010-10-22,Unprovoked,USA,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Body boarding,M,19,Y,08h50,"White shark, 14' to 18' ",5257
840,2010-10-20,Unprovoked,EGYPT,South Sinai Peninsula,Sharm el-Sheikh,Snorkeling,F,-1,N,Unknown,Other,5256
841,2010-10-09,Unprovoked,AUSTRALIA,New South Wales,Mullaway Headland,Surfing,M,22,N,13h30,"Bull shark, 1.4m ",5255
842,2010-10-02,Unprovoked,BAHAMAS,Exuma Islands,Other,Snorkeling,M,-1,N,Unknown,Lemon shark,5254
843,2010-10-02,Unprovoked,BAHAMAS,Abaco Islands,Elbow Cay,Surfing,F,-1,N,15h00,Possibly a 6' lemon shark,5253
844,2010-10-01,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, Strand",Surfing,M,15.0,N,14h30,Other,5252
845,2010-09-27,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,29,N,16h00,White shark,5251
846,2010-09-24,Unprovoked,USA,Virginia,Sandridge Beach,Surfing,M,18,N,16h30,Other,5250
847,2010-09-21,Unprovoked,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,Swimming,M,29,Y,Unknown,White shark,5249
848,2010-09-13,Unprovoked,AUSTRALIA,New South Wales,Fraser's Reef,Surfing,M,15,N,17h00,2m shark,5248
849,2010-09-07,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Swimming,M,27,N,Unknown,3' shark,5247
850,2010-09-06,Unprovoked,TONGA,Ha'api,Other,Swimming /  Whale Watching,M,24,N,12h00,Other,5246
851,2010-09-04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,-1,N,Unknown,Other,5245
852,2010-09-03,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N,12h00,Other,5244
853,2010-09-03,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N,09h00,Other,5243
854,2010-09-02,Unprovoked,SOLOMON ISLANDS,Western Province,Other,Unknown,M,34,N,Unknown,Other,5242
855,2010-08-29,Invalid,BAHAMAS,Exuma Islands,"Off Jaws Beach, New Providence Island",Swimming after boat became disabled,M,43,Y,Unknown,Other,5241
856,2010-08-18,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Boogie Boarding,M,10,N,09h00,Other,5240
857,2010-08-17,Unprovoked,AUSTRALIA,Western Australia,Cowaramup Bay,Surfing,M,31,Y,08h05,White shark,5239
858,2010-08-14,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Kayak Fishing,M,45,N,Unknown,White shark,5238
859,2010-08-10,Provoked,AUSTRALIA,Queensland,"Three Mile Creek, Townsville",Fishing,F,-1,N,19h00,Other,5237
860,2010-08-10,Unprovoked,SOUTH KOREA,Jeju Province,Jeju Island,Swimming,F,16,N,Unknown,Other,5236
861,2010-08-08,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Surfing,M,47,N,08h00,Other,5235
862,2010-08-07,Unprovoked,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,M,25,N,15h00,Other,5234
863,2010-08-07,Unprovoked,MALTA,Other,"Off Fort St. Elmo, Valetta",Windsurfing,M,35,N,Unknown,3 m shark,5233
864,2010-08-05,Invalid,USA,Florida,"Bethune Beach, Volusia County",Swimming,F,-1,N,19h15,Shark involvement not confirmed,5232
865,2010-08-02,Unprovoked,USA,California,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",Kayaking,M,-1,N,12h40,"White shark, 15'",5231
866,2010-08-02,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",Standing,F,37,N,11h00,3' to 4' shark,5230
867,2010-07-25,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Standing,M,16,N,Unknown,4' shark,5229
868,2010-07-23,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,N,16h30,Other,5228
869,2010-07-19,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,M,10,N,10h35,Possibly a small blacktip shark,5227
870,2010-07-17,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,F,13,N,13h30,"Sandtiger shark, 4' to 5'",5226
871,2010-07-17,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,55,N,Unknown,A small spinner shark,5225
872,2010-07-16,Provoked,SPAIN,Grand Canary Island,"Sardina del Norte, Gáldar",Swimming,M,9,N,19h15,Angel shark,5224
873,2010-07-16,Unprovoked,USA,Texas,Galveston,Fishing,M,-1,N,Unknown,Other,5223
874,2010-07-11,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,M,-1,N,Unknown,"Nurse shark, juvenile ",5222
875,2010-07-04,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Snorkeling,F,21,N,Unknown,Other,5221
876,2010-07-03,Provoked,USA,New York,Off Long Island,Fishing,M,20,N,12h30,"Blue shark, 7'",5220
877,2010-07-02,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,M,19,N,Unknown,4' shark,5219
878,2010-07-02,Unprovoked,USA,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,M,48,N,15h15,8' shark,5218
879,2010-06-27,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,M,20,N,Unknown,"Bull shark, 5'",5217
880,2010-06-25,Unprovoked,USA,South Carolina,Fripp Island,Boogie Boarding,F,6,N,Unknown,Other,5216
881,2010-06-25,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Swimming,F,13,N,13h00,Other,5215
882,2010-06-15,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Swimming,M,17,N,17h00,1 m shark,5214
883,2010-06-10,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,F,18,N,12h30,4' shark,5213
884,2010-06-06,Unprovoked,AUSTRALIA,Western Australia,"Conspicuous Beach, near Walpole",Surfing,M,40,N,12h00,Other,5212
885,2020-06-10,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Surfing,M,20,N,Unknown,Other,5211
886,2010-05-30,Provoked,USA,Florida,Off Tarpon Springs,Fishing,M,49,N,08h45,"Lemon shark, 4'",5210
887,2010-05-18,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Rescuing,F,58,N,18h00,20 to 30kg shark,5209
888,2010-05-18,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Swimming,F,60,N,18h00,20 to 30kg shark,5208
889,2010-05-18,Unprovoked,AUSTRALIA,New South Wales,Point Plomer,Surfing,M,-1,N,16h30,Other,5207
890,2010-05-03,Unprovoked,MADAGASCAR,Antsiranana Province," Ambatolaoka, Nosy Be Island",Scuba diving,M,59,N,09h30,Other,5206
891,2010-05-01,Unprovoked,USA,Florida,New Smyrna Beach,Wading,F,10,N,10h30,4' shark,5205
892,2010-04-28,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29,N,Unknown,"Lemon shark, 6'",5204
893,2010-04-19,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,68,N,16h00,14' shark,5203
894,2010-04-13,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,35,N,10h00,2 m shark,5202
895,2010-04-04,Unprovoked,EGYPT,Sinai Peninsula,Sharm el-Sheikh,Swimming / treading water,M,24,N,14h00,"Oceanic whitetip shark, 6'",5201
896,2010-03-27,Unprovoked,REUNION,Saint-Benoit,Bittern,Surfing,M,34,N,11h00,1.5 m shark,5200
897,2010-02-19,Unprovoked,NEW ZEALAND,South Island,Tahunanui Beach,Swimming,M,-1,N,Unknown,Possibly a blue shark,5199
898,2010-02-16,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Surfing,M,-1,N,11h00,3 m shark,5198
899,2010-02-15,Unprovoked,FIJI,Off Vanua Levu,Nara Reef,Scuba diving,M,19,Y,09h30,Other,5197
900,2010-02-13,Unprovoked,AUSTRALIA,Queensland,"Dent Island, Whitsundays",Snorkeling,F,60,N,13h30,2 m shark,5196
901,2010-02-11,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",Surfing,M,46,N,08h00,"Wobbegong shark, 1.6m",5195
902,2010-02-06,Provoked,NEW ZEALAND,South Island,Cosy Nook,Spearfishing,M,-1,N,Unknown,2 m to 3 m shark,5194
903,2010-02-06,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,Body boarding,M,18,N,15h30,"White shark, 2.5m",5193
904,2010-02-06,Provoked,USA,Florida,Riviera Beach,Surf fishing / wading,M,-1,N,15h00,"Spinner shark, 6'",5192
905,2010-02-04,Invalid,GUAM,Merizo,Achang Reef,Spearfishing (free diving),M,31,Y,11h00,Other,5191
906,2010-02-03,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,M,38,Y,15h44,Other,5190
907,2010-02-01,Provoked,NEW ZEALAND,South Island,Oreti Beach,Boogie Boarding,F,14,N,18h30,1.5 m shark,5189
